식당명,주소1,주소2,위도,경도,행정동
땡큐미스타스시,대구 수성구 고산로 96 1층,(지번) 신매동 567-55,35.8393007,128.7047821,고산1동
코코로,대구 수성구 신매로19길 46 시지스퀘어 2층 204호,(지번) 신매동 567-58,35.83948673,128.7072416,고산1동
토리모찌,대구 수성구 신매로4길 6,(지번) 신매동 592,35.83258129,128.7080583,고산1동
잇또라멘 대구시지점,대구 수성구 신매로6길 5 1층,(지번) 신매동 585-7,35.83385522,128.7085904,고산1동
미소야 대구사월역점,대구 수성구 달구벌대로 3294 시지퍼스트,(지번) 신매동 10-7,35.83639306,128.7158887,고산1동
박가참치,대구 수성구 신매로19길 23-5 1층,(지번) 신매동 568-8,35.83888073,128.7072477,고산1동
우리동네돈까스,대구 수성구 달구벌대로647길 20-9,(지번) 신매동 256,35.8403169,128.7122916,고산3동
만타스시31 시지점,대구 수성구 신매로19길 54 1층,(지번) 신매동 567-41,35.83956328,128.7068009,고산1동
모아돈까스,대구 수성구 신매로16길 24-11,(지번) 신매동 575-1,35.83737292,128.7103481,고산1동
대판스시,대구 수성구 달구벌대로649길 6,(지번) 신매동 260-3,35.83871388,128.711855,고산3동
스시하,대구 수성구 고산로4길 68,(지번) 신매동 606,35.83087925,128.7052215,고산1동
연어집 시지경산점,대구 수성구 신매로6길 8-4,(지번) 신매동 588,35.83338521,128.7084435,고산1동
ANO 초이스참치,대구 수성구 달구벌대로 3233,(지번) 신매동 280,35.83909872,128.710383,고산3동
오해피데이스시,대구 수성구 신매로19길 23-5,(지번) 신매동 568-8,35.83888073,128.7072477,고산1동
생생돈까스 대구시지점,대구 수성구 신매로16길 16-6,(지번) 신매동 577-3,35.83692237,128.7097899,고산1동
오사카돈카츠,대구 수성구 청수로9길 39,(지번) 중동 174-4,35.84223431,128.6134149,중동
다원횟집,대구 수성구 수성로50길 7,(지번) 중동 32-5,35.84781422,128.6134733,중동
후꾸스시,대구 수성구 동대구로20길 66 1층,(지번) 지산동 967-6,35.8380944,128.6278691,지산1동
홍익돈까스 대구황금점,대구 수성구 동대구로 90,(지번) 지산동 950-3,35.83830202,128.6246341,지산1동
길본참치 본점,대구 수성구 용학로 150,(지번) 지산동 1183-1,35.82315193,128.6253708,지산2동
버드랜드,대구 수성구 용학로 154,(지번) 지산동 1183-19,35.82308214,128.6256606,지산2동
잠실돈가스,대구 수성구 동대구로 82,(지번) 지산동 951-4,35.83743382,128.6246431,지산1동
스시아라,대구 수성구 용학로30길 100,(지번) 지산동 1195-1,35.82107747,128.6303418,지산2동
사시미교우,대구 수성구 범안로3길 81,(지번) 지산동 1212-9,35.81998894,128.6366493,지산2동
멘츠로,대구 수성구 청수로38길 63 1층,(지번) 지산동 981-4,35.83594633,128.6279699,지산1동
준스시돈,대구 수성구 지산로 47-1 1층,(지번) 지산동 1260-11,35.82561602,128.6332862,지산1동
