식당명,주소1,주소2,위도,경도,행정동
반올림피자샵 수성점,대구 수성구 청수로38길 9,(지번) 지산동 929,35.83829252,128.6281779,지산1동
파스토보이 범물점,대구 수성구 지범로31길 11-3 1층,(지번) 지산동 1285-8,35.82290461,128.6391009,지산1동
데미도르11,대구 수성구 청수로34길 11 1층,(지번) 지산동 939,35.83863279,128.6263688,지산1동
빨간모자피자 수성구점,대구 수성구 지범로 113 1층 103호,(지번) 지산동 1259-7,35.82488267,128.632955,지산1동
피자알볼로 지산범물점,대구 수성구 지산로 57 1층,(지번) 지산동 1268-15,35.82628087,128.6334732,지산1동
1830피자 수성점,대구 수성구 지산로 63-1 1층,(지번) 지산동 1268-21,35.82689954,128.6335633,지산1동
피치맨,대구 수성구 무학로31길 13,(지번) 지산동 1065-78,35.83112603,128.6264123,지산1동
몰트앤스튜,대구 수성구 청수로34길 30 1층,(지번) 지산동 958-11,35.8378015,128.6259547,지산1동
리사따,대구 수성구 지산로9길 30,(지번) 지산동 1262-5,35.82598574,128.6320544,지산1동
후니피자 지산점,대구 수성구 청수로36길 77,(지번) 지산동 986-8,35.8356703,128.6270464,지산1동
에스띠아레스토랑,대구 수성구 동대구로 60,(지번) 지산동 998-4,35.83554458,128.6244362,지산1동
피자에땅 지산범물점,대구 수성구 용학로44길 5,(지번) 지산동 1204-1,35.82066325,128.6330005,지산2동
갱스터피자 지산점,대구 수성구 용학로 293-6 1층 1호,(지번) 지산동 1288-11,35.82201931,128.6397625,지산1동
불칸 대구수성점,대구 수성구 동대구로8길 9-16 렉서스별관 2층,(지번) 지산동 1002-4,35.83452637,128.6246038,지산1동
쉬림진 지산점,대구 수성구 지범로29길 16 1층,(지번) 지산동 1283-9,35.82339337,128.6378661,지산1동
스푼필라프 지산점,대구 수성구 지범로21길 3 지산보성맨션상가 111동 1층 107호,(지번) 지산동 1270-1,35.8239767,128.6357277,지산1동
비바채플린,대구 수성구 용학로 297-7 5층,(지번) 지산동 1288-7,35.82225436,128.6398528,지산1동
라오니피자 수성점,대구 수성구 무학로31길 8 1층,(지번) 지산동 1067-2,35.83078872,128.6266399,지산1동
BK레스토랑,대구 수성구 지범로17길 98,(지번) 지산동 1138-8,35.82872672,128.6280968,지산1동
왕섬,대구 수성구 지범로 65-10,(지번) 지산동 1157-14,35.82699873,128.6280271,지산1동
세컨드플로어(SECONDFLOOR),대구 수성구 용학로 293-9,(지번) 지산동 1288-20,35.82207484,128.6391863,지산1동
피자마리,대구 수성구 파동로 75-1,(지번) 파동 508-4,35.81085259,128.6182657,파동
와그스테이크,대구 수성구 유니버시아드로 140 9호,(지번) 대흥동 504,35.83235156,128.6867739,고산2동
