식당명,주소1,주소2,위도,경도,행정동,
호작질 지산점,대구 수성구 동대구로6길 32,(지번) 지산동 1064-17,35.8320728,128.6255252,지산1동,
메가MGC커피 지산범물점,대구 수성구 용학로 214,(지번) 지산동 1199,35.82117955,128.6317441,지산2동,
만화카페팬더하우스 수성못점,대구 수성구 용학로 170,(지번) 지산동 1187-26,35.82257508,128.6274168,지산2동,
공차 대구황금점,대구 수성구 청수로 176 1층,(지번) 지산동 930-3,35.83879536,128.62736,지산1동,
커피맛을 조금아는남자 지산점,대구 수성구 지산로 48 지산청구타운상가 1층,(지번) 지산동 1270,35.82466738,128.6340095,지산1동,
하바나커피,대구 수성구 지범로31길 8,(지번) 지산동 1288-14,35.82241094,128.6391821,지산1동,
15구역,대구 수성구 동대구로14길 96,(지번) 지산동 976-15,35.83665147,128.6294467,지산1동,
쥬씨 지산범물점,대구 수성구 지범로 167 1층,(지번) 지산동 1276-5,35.82237318,128.6382831,지산1동,
육공맨션,대구 수성구 무학로29길 28-9,(지번) 지산동 1065-27,35.83163297,128.6261497,지산1동,
공차 대구범물점,대구 수성구 지범로 180 1층,(지번) 지산동 1275-7,35.82129321,128.6389075,지산2동,
애드업,대구 수성구 동대구로20길 8,(지번) 지산동 950-7,35.83869286,128.6247793,지산1동,
컴파운드마켓,대구 수성구 청수로40길 53 1층,(지번) 지산동 894-16,35.83702033,128.6300092,지산1동,
카페봄봄 범물점,대구 수성구 지범로 183 시티월드 1층 107호,(지번) 지산동 1288-30,35.8215522,128.6396605,지산1동,
이디야커피 대구지산녹원점,대구 수성구 무학로 187,(지번) 지산동 761-8,35.83085471,128.6288134,지산1동,
카페콤마,대구 수성구 무학로29길 2 1층,(지번) 지산동 1065-94,35.83052365,128.6256106,지산1동,
코디깅베이크샵,대구 수성구 무학로31길 40 1층,(지번) 지산동 1035-1,35.83213765,128.6267658,지산1동,
쭈롱베이크샵,대구 수성구 청수로40길 76-13,(지번) 지산동 980,35.83590242,128.6289557,지산1동,
동백키친,대구 수성구 지범로 45-9 1층,(지번) 지산동 1160-17,35.82694767,128.6271397,지산2동,
이런커피,대구 수성구 청수로38길 29 1층,(지번) 지산동 968-4,35.83751634,128.6281403,지산1동,
파이널나인 지산점,대구 수성구 용학로 293-10 2층,(지번) 지산동 1288-12,35.82214576,128.6395236,지산1동,
카페봄봄 목련시장점,대구 수성구 용학로 224,(지번) 지산동 1199-5,35.82089164,128.632792,지산2동,
스카이점핑랜드 지산점,대구 수성구 지범로 167 지산메디지오 9층,(지번) 지산동 1276-5,35.82237318,128.6382831,지산1동,
반려동물과함께,대구 수성구 동대구로 36 2층,(지번) 지산동 1051,35.83347233,128.6240752,지산1동,
타샤커피,대구 수성구 청수로38길 52 1층,(지번) 지산동 985-10,35.8365751,128.6277275,지산1동,
예담청,대구 수성구 동대구로14길 77 1층,(지번) 지산동 970-1,35.83691064,128.628509,지산1동,
오퓰런트,대구 수성구 용학로25안길 21,(지번) 지산동 1181-22,35.82383554,128.6265765,지산2동,
바이썬 하이문,대구 수성구 무학로27길 29,(지번) 지산동 1047-2,35.8329712,128.6246017,지산1동,
1994커피,대구 수성구 지범로 58,(지번) 지산동 1161-10,35.82599536,128.626972,지산2동,
카페지봉,대구 수성구 지산로14길 122-6,(지번) 지산동 1294,35.82524453,128.6399257,지산1동,
더리터 지산점,대구 수성구 지범로 167 102호,(지번) 지산동 1276-5,35.82237318,128.6382831,지산1동,
더브릿지투,대구 수성구 용학로 168,(지번) 지산동 1187-7,35.82251774,128.6271861,지산2동,
꿀리,대구 수성구 지범로31안길 22 1층,(지번) 지산동 1294-12,35.8253925,128.6392781,지산1동,
그로우커피,대구 수성구 동대구로6길 9 1층,(지번) 지산동 1047-11,35.83234279,128.6244051,지산1동,
해피해피해피,대구 수성구 용학로40길 5 1층,(지번) 지산동 1194-11,35.82130286,128.6302148,지산2동,
그루잠,대구 수성구 무학로 189 3동 1층 8호,(지번) 지산동 761,35.83094087,128.6305529,지산1동,
캔버스 목련시장점,대구 수성구 용학로 226,(지번) 지산동 1204,35.82080934,128.6330858,지산2동,
무또,대구 수성구 동대구로14길 15-20,(지번) 지산동 955-1,35.83799358,128.6253118,지산1동,
커피구락부,대구 수성구 지범로27길 22,(지번) 지산동 544-2,35.8251967,128.6376909,지산1동,
퀴르,대구 수성구 동대구로14길 15-25 1층 퀴르,(지번) 지산동 953-13,35.83820804,128.6250532,지산1동,
봉자마켓,대구 수성구 무학로35길 25 1층,(지번) 지산동 1071-2,35.83115041,128.6277801,지산1동,
카페부오노,대구 수성구 용학로30길 80,(지번) 지산동 1192-5,35.82144505,128.6292054,지산2동,
브쇼,대구 수성구 무학로31길 80,(지번) 지산동 1011-2,35.83398124,128.6269035,지산1동,
커피레드,대구 수성구 용학로 246,(지번) 지산동 1205-15,35.8201906,128.6352671,지산2동,
덴스댄스요거트,대구 수성구 용학로30길 19 1층,(지번) 지산동 1187-15,35.82251941,128.6263235,지산2동,
어벤더치커피 대구지범점,대구 수성구 지범로23길 20,(지번) 지산동 1277-9,35.82352425,128.6371367,지산1동,
60맨션,대구 수성구 무학로29길 28-9 1층,(지번) 지산동 1065-27,35.83163297,128.6261497,지산1동,
위니드,대구 수성구 무학로29길 20 1층,(지번) 지산동 1065-51,35.83123326,128.6256672,지산1동,
온기카페,대구 수성구 동대구로12길 27 1층,(지번) 지산동 993-15,35.8354887,128.625636,지산1동,
몬스터커피 지산점,대구 수성구 용학로 293 1층,(지번) 지산동 1288-9,35.82187449,128.6402123,지산1동,
로브커피,대구 수성구 용학로36길 7,(지번) 지산동 1192,35.8215467,128.6288264,지산2동,
미래견과,대구 수성구 무학로31길 70 1층,(지번) 지산동 1036-5,35.83359337,128.6268911,지산1동,
모하커피,대구 수성구 지범로 145 1층 103호,(지번) 지산동 1277-19,35.82357727,128.6364325,지산1동,
드롭탑 대구지산점,대구 수성구 지범로21길 15 청산아파트 상가동 1층 7호,(지번) 지산동 1269-1,35.82549078,128.635359,지산1동,
올리브카페,대구 수성구 지산로14안길 39,(지번) 지산동 571,35.82702263,128.6366561,지산1동,
스타지오네,대구 수성구 무학로37길 91 1층,(지번) 지산동 1016-8,35.83443735,128.6295402,지산1동,
슈미제(CHEMISER),대구 수성구 동대구로20길 26,(지번) 지산동 958-5,35.83840116,128.6257987,지산1동,
애드업(add up),대구 수성구 동대구로 20,(지번) 지산동 1054-3,35.83191754,128.6239652,지산1동,
카페차차,대구 수성구 무학로35길 99,(지번) 지산동 1012,35.83445084,128.6275607,지산1동,
손수담음,대구 수성구 동대구로14길 15-21 1층,(지번) 지산동 953-14,35.83809571,128.6250496,지산1동,
수달에프엔씨,대구 수성구 동대구로12길 45,(지번) 지산동 993-13,35.83545586,128.6266046,지산1동,
마리,대구 수성구 지범로31길 33-9 1층,(지번) 지산동 1289-1,35.82358994,128.6405069,지산1동,
로우틴커피,대구 수성구 용학로30길 5,(지번) 지산동 1187-1,35.82283384,128.6261362,지산2동,
엔조이슬라임 지산점,대구 수성구 지범로31길 35,(지번) 지산동 1290-13,35.8240957,128.6409656,지산1동,
카페나루앤마트,대구 수성구 동대구로 12,(지번) 지산동 1054-4,35.8313371,128.6239659,지산1동,
써니라이브,대구 수성구 지산로 59,(지번) 지산동 1268-17,35.82648422,128.6334892,지산1동,
힐링카페,대구 수성구 청수로38길 7-15,(지번) 지산동 915,35.83863492,128.6288791,지산1동,
한정조라이브레스토랑,대구 수성구 지범로 54,(지번) 지산동 1161-19,35.82605147,128.6266287,지산2동,
에스테반,대구 수성구 무학로 187,(지번) 지산동 761-8,35.83085471,128.6288134,지산1동,
제임스딘라이브클럽,대구 수성구 지범로 182,(지번) 지산동 1275-10,35.82107641,128.6390981,지산2동,
카페디디,대구 수성구 동대구로14길 15-10,(지번) 지산동 956-1,35.83750081,128.6252335,지산1동,
카페이루팜 지산목련점,대구 수성구 용학로30길 110,(지번) 지산동 1196,35.82093922,128.6307882,지산2동,
살롱드순카페,대구 수성구 용학로31길 12,(지번) 지산동 1245-4,35.8236117,128.6267754,지산2동,
틈카페,대구 수성구 지범로 50-1,(지번) 지산동 1161-28,35.82603186,128.6262992,지산2동,
아트바소담,대구 수성구 청수로38길 56 1층,(지번) 지산동 985-8,35.83641034,128.6277364,지산1동,
놀이터,대구 수성구 지범로 45-2,(지번) 지산동 1160-22,35.82636338,128.6270591,지산2동,
카페크림,대구 수성구 지범로 67 1층,(지번) 지산동 1157-18,35.82687972,128.6283443,지산1동,
버치브롯,대구 수성구 지산로 32 상가 B4호,(지번) 지산동 1271,35.82407591,128.6335556,지산2동,
젤코바,대구 수성구 지산로 74 1층,(지번) 지산동 718-5,35.82785449,128.6342851,지산1동,
목로스터리카페,대구 수성구 무학로31길 92,(지번) 지산동 1011-6,35.83449777,128.6269702,지산1동,
클래식커피,대구 수성구 동대구로6길 24 1층,(지번) 지산동 1058-3,35.83211076,128.6250571,지산1동,
랩2,대구 수성구 청수로34길 11 1층,(지번) 지산동 939,35.83863279,128.6263688,지산1동,
자연주의,대구 수성구 동대구로 24,(지번) 지산동 1054-1,35.83216284,128.6239106,지산1동,
코올드커피,대구 수성구 동대구로14길 43,(지번) 지산동 961-3,35.83701215,128.6266103,지산1동,
스카이,대구 수성구 용학로44길 35,(지번) 지산동 1204-7,35.82020172,128.6340322,지산2동,
카페HIH,대구 수성구 지범로31길 35 1층,(지번) 지산동 1290-13,35.8240957,128.6409656,지산1동,
크림슨래빗,대구 수성구 용학로 167-4 1층,(지번) 지산동 1242-14,35.82309912,128.6274815,지산2동,
가비커피,대구 수성구 동대구로6길 46,(지번) 지산동 1065,35.83205789,128.6263601,지산1동,
생강까는남자,대구 수성구 청수로36길 77,(지번) 지산동 986-8,35.8356703,128.6270464,지산1동,
슬로우하우스,대구 수성구 청수로 200,(지번) 지산동 911,35.83885573,128.629807,지산1동,
카페무또,대구 수성구 동대구로14길 15-20 1층,(지번) 지산동 955-1,35.83799358,128.6253118,지산1동,
에그트리,대구 수성구 지범로22길 20 지산현대맨션 109동 112호,(지번) 지산동 1272-3,35.82130543,128.6344702,지산2동,
마마지트 슬라임 촉감놀이터,대구 수성구 용학로 236 4층,(지번) 지산동 1204-6,35.82045607,128.6341348,지산2동,
레이,대구 수성구 무학로35길 25,(지번) 지산동 1071-2,35.83115041,128.6277801,지산1동,
카페오기,대구 수성구 동대구로12안길 9,(지번) 지산동 995,35.83583555,128.62481,지산1동,
J뮤직공간,대구 수성구 용학로44길 19,(지번) 지산동 1204-10,35.82051026,128.6331517,지산2동,
더커피빈스,대구 수성구 청수로40길 75,(지번) 지산동 889-1,35.83587224,128.6298859,지산1동,
티스테이,대구 수성구 지산로11길 7,(지번) 지산동 1261,35.82597582,128.6327312,지산1동,
달토끼당,대구 수성구 지범로 167,(지번) 지산동 1276-5,35.82237318,128.6382831,지산1동,
카페앤젤라,대구 수성구 지범로21길 15 1층,(지번) 지산동 1269-1,35.82549078,128.635359,지산1동,
글리코카페,대구 수성구 용학로48길 17,(지번) 지산동 1210,35.81952234,128.6353178,지산2동,
소담,대구 수성구 청수로38길 56,(지번) 지산동 985-8,35.83641034,128.6277364,지산1동,
고요의 숲,대구 수성구 파동로3길 104,(지번) 파동 168,35.8134878,128.615548,파동,
제주가는길,대구 수성구 파동로18길 51-5,(지번) 파동 250-7,35.81229178,128.6207324,파동,
이오커피,대구 수성구 파동로18길 64,(지번) 파동 286-1,35.81161929,128.6217049,파동,
더리버163,대구 수성구 파동로3길 112,(지번) 파동 162-3,35.81419908,128.6150947,파동,
비그릭,대구 수성구 파동로14길 8-2,(지번) 파동 349-7,35.81016957,128.6200912,파동,
골든베베,대구 수성구 파동로25길 38,(지번) 파동 138-18,35.81633283,128.6137725,파동,
카페보스 파동점,대구 수성구 파동로 149-4,(지번) 파동 138-69,35.81615161,128.613846,파동,
카페노리터,대구 수성구 파동로 72,(지번) 파동 506-6,35.81052746,128.6189113,파동,
카페봄봄 대구 파동점,대구 수성구 파동로 106 1층,(지번) 파동 199-2,35.81320735,128.6168722,파동,
수성구다방,대구 수성구 파동로 169-1,(지번) 파동 23-97,35.81816278,128.6130746,파동,
노디노커피로스터스,대구 수성구 파동로 141,(지번) 파동 152-13,35.81563347,128.6144888,파동,
꽃뿌리다방,대구 수성구 파동로 142,(지번) 파동 149-8,35.815881,128.6146641,파동,
라고디카페,대구 수성구 파동로25길 8-5,(지번) 파동 148-29,35.81566652,128.6141149,파동,
몬스터커피 파동점,대구 수성구 파동로 222,(지번) 파동 53,35.82377985,128.6111443,파동,
카페100,대구 수성구 파동로22길 15,(지번) 파동 1000,35.81327878,128.6180257,파동,
카페아날로그,대구 수성구 파동로 120,(지번) 파동 153,35.81396122,128.616171,파동,
약꾹옆에서,대구 수성구 파동로 250 102호,(지번) 파동 648,35.82483995,128.6103116,파동,
카페파잠리,대구 수성구 파동로48길 11 1층,(지번) 파동 50-3,35.82422682,128.6111842,파동,
커피딜라이트,대구 수성구 파동로 120 대자연1차아파트,(지번) 파동 153,35.81396122,128.616171,파동,
커피파리스,대구 수성구 파동로32길 116,(지번) 파동 73-7,35.8222651,128.6138584,파동,
커피패밀리 파동점,대구 수성구 파동로 120 13동 10호,(지번) 파동 153,35.81396122,128.616171,파동,
예쁜카페,대구 수성구 파동로 138-1 1층,(지번) 파동 150-5,35.81567203,128.6148585,파동,
카페룩스,대구 수성구 파동로 19,(지번) 파동 486-1,35.80649292,128.6213653,파동,
카페온,대구 수성구 파동로 99,(지번) 파동 199-22,35.81253351,128.6169896,파동,
이런커피,대구 수성구 고모로 120 1동 1층,(지번) 가천동 467-3,35.85236636,128.6849196,고산2동,
