식당명,주소1,주소2,위도,경도,행정동,
차를마시다,대구 수성구 범어로 120,(지번) 범어동 225-7,35.86016066,128.6358812,범어2동,
쁘띠에뜨아르커피&공방,대구 수성구 명덕로 477 쌍용예가 상가 1층 124호,(지번) 범어동 808,35.85450939,128.6213147,범어1동,
명품호두cafe,대구 수성구 범어로19길 58,(지번) 범어동 200-10,35.85800637,128.632611,범어4동,
500마일즈,대구 수성구 범어천로 126 코오롱하늘채수상가 102호,(지번) 범어동 792-19,35.8583088,128.6229481,범어1동,
말랭이,대구 수성구 상록로 15 범어센트럴푸르지오 판매시설동 1층 165호,(지번) 범어동 2257,35.86111989,128.6230363,범어3동,
라이브카페비바다비,대구 수성구 달구벌대로480길 25 2층,(지번) 범어동 547-5,35.85844079,128.6237503,범어1동,
커피아델,대구 수성구 동대구로73길 8 1층,(지번) 범어동 14-1,35.86321797,128.6260508,범어3동,
젠틀슬로프,대구 수성구 달구벌대로480길 33,(지번) 범어동 549-13,35.85854092,128.6232958,범어1동,
카페멜리아,대구 수성구 상록로2길 21 101호,(지번) 범어동 37-21,35.86057931,128.6251276,범어3동,
차차커피,대구 수성구 동대구로77길 9 1층,(지번) 범어동 14-14,35.86465302,128.6260523,범어3동,
커피마마,대구 수성구 동대구로73길 39 1층,(지번) 범어동 27-1,35.86305075,128.6242567,범어3동,
문,대구 수성구 달구벌대로492길 3,(지번) 범어동 197-13,35.85819648,128.6323211,범어4동,
춘강다방,대구 수성구 동대구로 369,(지번) 범어동 13-11,35.86341921,128.626403,범어3동,
수니커피,대구 수성구 명덕로 498,(지번) 범어동 775-60,35.85357834,128.6245753,범어1동,
카페누구나 범어점,대구 수성구 상록로 42 4층,(지번) 범어동 26-11,35.8632648,128.6242151,범어3동,
타라,대구 수성구 동대구로54길 40,(지번) 범어동 373-40,35.85510341,128.6278718,범어1동,
범어1번가카페,대구 수성구 동대구로 376 지하1층 L107호,(지번) 범어동 2237,35.86452885,128.6277612,범어2동,
와플앤커피,대구 수성구 달구벌대로488안길 1,(지번) 범어동 391-7,35.85695379,128.6291299,범어1동,
카페게이트 수성구청점,대구 수성구 범어로 98,(지번) 범어동 208-5,35.85813555,128.6359192,범어4동,
카페101,대구 수성구 범어로 92 1층,(지번) 범어동 209-17,35.8575689,128.6358935,범어4동,
에이블에스주스,대구 수성구 상록로11길 93,(지번) 범어동 481-9,35.86185229,128.6232063,범어3동,
아까이구쯔,대구 수성구 동대구로 274,(지번) 범어동 371,35.85386809,128.6261984,범어1동,
커피자리,대구 수성구 동대구로 214,(지번) 범어동 711-5,35.84946357,128.6253734,범어1동,
정원산책갤러리,대구 수성구 청호로85안길 25,(지번) 범어동 65-92,35.85637151,128.6400605,범어4동,
꾸키상점,대구 수성구 달구벌대로496길 19-12 1층 102호,(지번) 범어동 256-19,35.85682276,128.6351122,범어4동,
숲을바라보다,대구 수성구 국채보상로186길 95 1층,(지번) 범어동 141-1,35.86417587,128.6343779,범어2동,
청구다방,대구 수성구 청호로85안길 17,(지번) 범어동 74-1,35.85611165,128.6395699,범어4동,
브랜치카페 KBS점,대구 수성구 범어로 75,(지번) 범어동 2234,35.8563288,128.6345065,범어4동,
다옴,대구 수성구 달구벌대로504길 47,(지번) 범어동 96-5,35.85443212,128.6386712,범어4동,
카페아람,대구 수성구 범어로 75,(지번) 범어동 2234,35.8563288,128.6345065,범어4동,
카페레브릭,대구 수성구 동대구로80길 10-21,(지번) 범어동 47-1,35.8648029,128.6279598,범어2동,
카페땡끝,대구 수성구 달구벌대로495길 27 지하1층,(지번) 범어동 153-17,35.86027969,128.6339949,범어2동,
사주카페나무,대구 수성구 상록로 22,(지번) 범어동 39-9,35.86134846,128.6241533,범어3동,
크로플의정석,대구 수성구 달구벌대로502길 5-19 1,(지번) 범어동 206-15,35.85831917,128.6379383,범어4동,
커피자루,대구 수성구 동원로 47,(지번) 범어동 407-19,35.86320129,128.6393766,범어2동,
서로커피,대구 수성구 상록로 71,(지번) 범어동 471-8,35.8659541,128.6237661,범어3동,
원드링크사랑,대구 수성구 동대구로77길 16,(지번) 범어동 12-5,35.86483762,128.6255894,범어3동,
대웅커피숖,대구 수성구 달구벌대로 2517,(지번) 범어동 221-12,35.85912286,128.6379476,범어2동,
더 THE맛있는과일1L커피 대구범어점,대구 수성구 청호로 433,(지번) 범어동 2250,35.85568336,128.6399516,범어4동,
J&M커피컴퍼니,대구 수성구 국채보상로 938-1,(지번) 범어동 134-5,35.86700772,128.6330839,범어2동,
마실커피 범어로데오점마실9호,대구 수성구 달구벌대로504길 4,(지번) 범어동 206-9,35.85831298,128.6380754,범어4동,
오가딕티룸앤카페,대구 수성구 국채보상로162길 34,(지번) 범어동 1218,35.86612453,128.6190319,범어3동,
보케르 범어점,대구 수성구 국채보상로 826 2층,(지번) 범어동 1801,35.86710916,128.6209388,범어3동,
커피포인트,대구 수성구 상록로 21-28,(지번) 범어동 481-13,35.8615646,128.6230431,범어3동,
ampm커피,대구 수성구 들안로78길 45,(지번) 범어동 2240,35.86740453,128.6191038,범어3동,
빈스쿱,대구 수성구 범어로 100,(지번) 범어동 205-12,35.85829154,128.635873,범어4동,
반디의꿈,대구 수성구 달구벌대로 지하 2396 범어역 2호,(지번) 범어동 835,35.85901475,128.6244553,범어1동,
YOI5 수성점,대구 수성구 범어로 72,(지번) 범어동 271-10,35.85577837,128.6357058,범어4동,
매머드익스프레스 대구범어1호점,대구 수성구 동대구로 397 웰스빌딩1층,(지번) 범어동 2-3,35.86577723,128.6263156,범어3동,
카페하늘샘,대구 수성구 달구벌대로 2479,(지번) 범어동 167-2,35.85920614,128.6340565,범어2동,
지평,대구 수성구 범어천로 44,(지번) 범어동 722-1,35.85067747,128.6236827,범어1동,
카페(cafe) 개복치,대구 수성구 범어로34길 24,(지번) 범어동 431,35.86603775,128.6357719,범어2동,
주스탐커피,대구 수성구 달구벌대로 2420,(지번) 범어동 190-9,35.85843404,128.6272127,범어1동,
카펜앤까샤,대구 수성구 국채보상로 920-1,(지번) 범어동 128-10,35.86672306,128.6313526,범어2동,
올가빈커피,대구 수성구 동대구로38길 90,(지번) 범어동 665-10,35.85005553,128.6271177,범어1동,
고타스커피컴퍼니,대구 수성구 달구벌대로495길 55,(지번) 범어동 143-36,35.86158692,128.6343101,범어2동,
테오카페바이트,대구 수성구 청호로95길 13,(지번) 범어동 63-8,35.85783226,128.6436465,범어4동,
일프로커피로스터스,대구 수성구 성동로15길 52 3층,(지번) 사월동 163-1,35.84101256,128.721184,고산3동,
커피파리스,대구 수성구 천을로 237,(지번) 사월동 238-2,35.84150753,128.7161276,고산3동,
하삼동커피 사월점,대구 수성구 달구벌대로669길 80 시지대성유니드아파트 101동 106호,(지번) 사월동 500,35.83896024,128.7202781,고산3동,
메종드메이,대구 수성구 달구벌대로659길 6,(지번) 사월동 417-5,35.83704929,128.7174449,고산3동,
플러터,대구 수성구 성동로 43,(지번) 사월동 58-2,35.8381606,128.7239483,고산3동,
일퍼센트커피,대구 수성구 성동로15길 52,(지번) 사월동 163-1,35.84101256,128.721184,고산3동,
카페봄봄 사월점,대구 수성구 성동로 41 1동 1층,(지번) 사월동 550-6,35.8383659,128.7235819,고산3동,
카페넬리,대구 수성구 달구벌대로661길 61,(지번) 사월동 296,35.83840192,128.7185012,고산3동,
씨데이,대구 수성구 달구벌대로 3303 1층,(지번) 사월동 419-1,35.8368793,128.7173717,고산3동,
오늘 너와,대구 수성구 달구벌대로669길 40,(지번) 사월동 550-3,35.83767858,128.7211639,고산3동,
4월,대구 수성구 달구벌대로 3303,(지번) 사월동 419-1,35.8368793,128.7173717,고산3동,
트래블폭스 동원점,대구 수성구 성동로 74-10 주2동 1층,(지번) 사월동 15-1,35.84100469,128.7235308,고산3동,
다이브커피,대구 수성구 성동로 60-1 1층,(지번) 사월동 32-7,35.84008208,128.7239474,고산3동,
공간울림,대구 수성구 범안로64길 18-9,(지번) 삼덕동 552,35.82800587,128.6688245,고산2동,
아뜰리에빈 알파시티점,대구 수성구 알파시티1로37길 18 1층,(지번) 삼덕동 875-3,35.83625614,128.6799922,고산2동,
핸즈커피 대구미술관점,대구 수성구 미술관로 40 부속시설 1층,(지번) 삼덕동 374,35.82702862,128.6743408,고산2동,
블레스유커피로스팅,대구 수성구 월드컵로5길 81-1,(지번) 삼덕동 318,35.83033971,128.6791945,고산2동,
안순금갤러리카페,대구 수성구 월드컵로5안길 13,(지번) 삼덕동 310,35.82974907,128.6799833,고산2동,
벨리시모앤틱카페,대구 수성구 무학로 37,(지번) 상동 413-7,35.8296488,128.612599,상동,
스타벅스 대구상동DT,대구 수성구 무학로 29,(지번) 상동 415-1,35.82958763,128.6116969,상동,
카페편 수성점(휴업중),대구 수성구 들안로 57,(지번) 상동 320-6,35.83488261,128.6163367,상동,
쿰,대구 수성구 수성로14길 41-27 1층,(지번) 상동 341-15,35.83343939,128.6134361,상동,
카페올브,대구 수성구 상화로 49 1층,(지번) 상동 64-12,35.83508254,128.6125098,상동,
스타벅스 대구들안길DT점,대구 수성구 들안로 85,(지번) 상동 47-6,35.8374686,128.6164459,상동,
체리토마토,대구 수성구 수성로32길 49-15,(지번) 상동 19-18,35.8391417,128.6146738,상동,
비행기카페,대구 수성구 무학로 42,(지번) 상동 465-1,35.82858988,128.6133687,상동,
프리모,대구 수성구 수성로14길 23,(지번) 상동 338-12,35.8323063,128.6125026,상동,
엔제리너스 정화팔레스D/I점,대구 수성구 수성로 140-1 1,(지번) 상동 29-6,35.83763293,128.612277,상동,상동
인웍스,대구 수성구 들안로13길 80 1층,(지번) 상동 43-3,35.83751943,128.6152462,상동,
스테이커피,대구 수성구 수성로15길 12,(지번) 상동 295-7,35.83309013,128.61062,상동,
바바빈,대구 수성구 용학로 21-1,(지번) 상동 706,35.82613747,128.6121958,상동,
애플밤,대구 수성구 상화로 75-4 1층 103호,(지번) 상동 68-18,35.83511199,128.6154765,상동,
아담브릿지,대구 수성구 수성로15길 46,(지번) 상동 221,35.83291453,128.6086337,상동,
몬스터커피 상동점,대구 수성구 수성로 74,(지번) 상동 380-1,35.83187521,128.6114264,상동,
젠코커피,대구 수성구 상화로 79-9 1층,(지번) 상동 67-25,35.83554352,128.6156524,상동,
커피에반하다 대구상동점,대구 수성구 상화로5길 19 1층,(지번) 상동 130-13,35.83561344,128.6095905,상동,
레프트뱅크,대구 수성구 신천동로 130,(지번) 상동 185-5,35.836598,128.6071155,상동,
데이투모로우,대구 수성구 무학로11길 64 1층,(지번) 상동 389-14,35.83022045,128.6122448,상동,
에스프레소237,대구 수성구 상화로5길 49,(지번) 상동 158-10,35.83685402,128.6093505,상동,
하마,대구 수성구 청수로4길 56,(지번) 상동 172,35.83854451,128.6090857,상동,
샘터루,대구 수성구 들안로1길 10-31,(지번) 상동 401-20,35.83220778,128.6159991,상동,
멍분의멍,대구 수성구 신천동로 99-1,(지번) 상동 667-35,35.83379078,128.6066619,상동,
한일다방,대구 수성구 상화로 34,(지번) 상동 261-7,35.8345563,128.6107477,상동,
품공방카페,대구 수성구 수성로32길 121-18 1층,(지번) 상동 58-3,35.83580135,128.614244,상동,
소스엔니,대구 수성구 무학로 35-5 2층,(지번) 상동 414-7,35.82988784,128.6123254,상동,
단테카페,대구 수성구 무학로 25,(지번) 상동 416-1,35.82961011,128.6112768,상동,
카페블랑,대구 수성구 수성로14길 89 1층,(지번) 상동 323-10,35.83248415,128.6159996,상동,
커피파리스,대구 수성구 수성로23길 21,(지번) 상동 118-8,35.83588659,128.6105645,상동,
시공심,대구 수성구 들안로9길 16-4,(지번) 상동 325-8,35.83409899,128.6154582,상동,
호발롱 대구아르떼수성랜드점,대구 수성구 무학로 42,(지번) 상동 465-1,35.82858988,128.6133687,상동,
구름,대구 수성구 들안로9길 86,(지번) 상동 395-17,35.83082784,128.6155647,상동,
오늘은 케이크데이,대구 수성구 청수로12길 16-2 1층,(지번) 상동 5-15,35.83985865,128.6140368,상동,
금산다방,대구 수성구 들안로 49,(지번) 상동 320-1,35.83420447,128.6162119,상동,
풀휩,대구 수성구 상화로 71-8,(지번) 상동 67-19,35.83548508,128.615013,상동,
험블앤멈블,대구 수성구 수성로14길 34,(지번) 상동 384-6,35.83204699,128.6130034,상동,
아비앙또,대구 수성구 수성로 71,(지번) 상동 555,35.83197388,128.6108088,상동,
베이글닥터 들안길점,대구 수성구 들안로 21-1 가츠라 2층,(지번) 상동 402-3,35.8317993,128.6162262,상동,
골든게이트,대구 수성구 무학로11길 60,(지번) 상동 389-3,35.83020976,128.6124171,상동,
썸,대구 수성구 수성로14길 49-22,(지번) 상동 332-6,35.83320488,128.6143046,상동,
프로나운커피,대구 수성구 수성로 71 수성동일하이빌레이크시티아파트 상가 C동 101호,(지번) 상동 555,35.83197388,128.6108088,상동,
소스앤니,대구 수성구 무학로 35-5 2층,(지번) 상동 414-7,35.82988784,128.6123254,상동,
스토니벨벳,대구 수성구 수성로 31-1,(지번) 상동 619-15,35.82829681,128.6102801,상동,
투썸플레이스 대구상동팔래스점,대구 수성구 수성로 128,(지번) 상동 31-1,35.836918,128.612149,상동,
프로나온(pronoun),대구 수성구 수성로 71,(지번) 상동 555,35.83197388,128.6108088,상동,
사루비아,대구 수성구 수성로15길 54,(지번) 상동 219-2,35.83289816,128.6082273,상동,
CM,대구 수성구 수성로20길 62 1층,(지번) 상동 325-6,35.83418617,128.6145631,상동,
유니크베뉴,대구 수성구 수성로77길 15,(지번) 수성동1가 113-8,35.8582964,128.6128291,수성1가동,
투썸플레이스 대구수성1가점,대구 수성구 수성로 299,(지번) 수성동1가 298-2,35.85238646,128.6130361,수성1가동,
카페제이위드유,대구 수성구 달구벌대로456길 33,(지번) 수성동1가 671-33,35.85839358,128.6111947,수성1가동,
파스쿠찌 대구수성점,대구 수성구 수성로69길 41,(지번) 수성동1가 822,35.85552112,128.6115226,수성1가동,
텐퍼센트커피 대구수성1가점,대구 수성구 수성로75길 16 401동 103호,(지번) 수성동1가 230,35.85792317,128.6129488,수성1가동,
비아린다,대구 수성구 달구벌대로456길 37-6,(지번) 수성동1가 104-1,35.85816143,128.6113644,수성1가동,
커피랑도서관 수성점,대구 수성구 수성로69길 65 롯데캐슬 더퍼스트 제상가6동 2층 201호,(지번) 수성동1가 819,35.85500159,128.6100727,수성1가동,
옹글스,대구 수성구 수성로 275 1층,(지번) 수성동1가 420-9,35.85023745,128.6128518,수성1가동,
매스커피 대구은행역점,대구 수성구 수성로 379 1층,(지번) 수성동1가 43-3,35.85932534,128.6138414,수성1가동,
카페봄봄 수성캐슬점,대구 수성구 명덕로 377 1층,(지번) 수성동1가 267-6,35.85489526,128.6113219,수성1가동,
카페캔버스 수성1가점,대구 수성구 수성로69길 70,(지번) 수성동1가 818,35.85658252,128.6095239,수성1가동,
딜리커피 대구수성점,대구 수성구 명덕로 380 1층,(지번) 수성동1가 272-6,35.85437139,128.6116002,수성1가동,
1리터 커피다스 수성점,대구 수성구 수성로 311-1 1층,(지번) 수성동1가 275-88,35.85336937,128.613275,수성1가동,
마시그래이 수성롯데캐슬점,대구 수성구 달구벌대로456길 29,(지번) 수성동1가 671-32,35.85851674,128.6112307,수성1가동,
모락모락커피앤도넛,대구 수성구 명덕로76길 9 1층,(지번) 수성동1가 275-77,35.85398374,128.6122298,수성1가동,
수연커피숍,대구 수성구 명덕로 394 2층,(지번) 수성동1가 273-6,35.85434584,128.6129598,수성1가동,
카페 꽃이피다 수성점,대구 수성구 수성로69길 65,(지번) 수성동1가 819,35.85500159,128.6100727,수성1가동,
어뮤즈,대구 수성구 달구벌대로454길 9,(지번) 수성동1가 96-58,35.85964176,128.6097026,수성1가동,
하이미쉬,대구 수성구 달구벌대로454길 7 1층,(지번) 수성동1가 95,35.85978198,128.6106031,수성1가동,
스크리머,대구 수성구 신천동로 312,(지번) 수성동1가 641-49,35.85279497,128.6091167,수성1가동,
온댕,대구 수성구 수성로75길 21,(지번) 수성동1가 253-5,35.85696422,128.6125223,수성1가동,
이탈리안레드커피,대구 수성구 달구벌대로456길 6-4,(지번) 수성동1가 90-13,35.85976502,128.6111619,수성1가동,
로비,대구 수성구 수성로69길 65 상가 7동 105호,(지번) 수성동1가 819,35.85500159,128.6100727,수성1가동,
데니스커피 수성점,대구 수성구 명덕로73길 60-8 1층,(지번) 수성동1가 249-16,35.85711259,128.6113774,수성1가동,
선데이무드,대구 수성구 명덕로75길 14-1,(지번) 수성동1가 265-2,35.85519992,128.6118946,수성1가동,
루머팡 수성점,대구 수성구 달구벌대로456길 19,(지번) 수성동1가 73,35.8591463,128.6118733,수성1가동,
일센치,대구 수성구 명덕로75길 32,(지번) 수성동1가 259-61,35.85579853,128.6123054,수성1가동,
오쏘카페 수성본점,대구 수성구 달구벌대로 2274 1층,(지번) 수성동1가 90-11,35.85995255,128.6110948,수성1가동,
456카페,대구 수성구 달구벌대로456길 51,(지번) 수성동1가 671-47,35.85754757,128.6110888,수성1가동,
ITALIAN RED COFFEE,대구 수성구 달구벌대로456길 6-4,(지번) 수성동1가 90,35.85976502,128.6111619,수성1가동,
카페철스,대구 수성구 달구벌대로 2260,(지번) 수성동1가 96-322,35.86045681,128.6095363,수성1가동,
모나크,대구 수성구 명덕로73길 60-8,(지번) 수성동1가 249-16,35.85711259,128.6113774,수성1가동,
J&F,대구 수성구 달구벌대로 2270-1,(지번) 수성동1가 93-35,35.86007186,128.6107722,수성1가동,
닿은,대구 수성구 수성로57길 35,(지번) 수성동1가 602-1,35.85153176,128.6112068,수성1가동,
영푸드,대구 수성구 명덕로76길 9,(지번) 수성동1가 275-77,35.85398374,128.6122298,수성1가동,
예향카페,대구 수성구 수성로 269,(지번) 수성동1가 522-2,35.84959374,128.6125986,수성1가동,
제로테이블,대구 수성구 수성로68길 35-8 1층,(지번) 수성동2가 49-3,35.85535203,128.6159191,수성2.3가동,
희루커피 수성직영점,대구 수성구 수성로 352,(지번) 수성동2가 233-3,35.8568964,128.614083,수성2.3가동,
하삼동커피 수성점,대구 수성구 수성로76길 4 1층,(지번) 수성동2가 231-2,35.85727512,128.6141857,수성2.3가동,
카페봄봄 수성시장점,대구 수성구 들안로 275-1 1층,(지번) 수성동2가 53-3,35.85471928,128.6168946,수성2.3가동,
과일콕 수성점,대구 수성구 수성로68길 32,(지번) 수성동2가 162-3,35.85497229,128.6155033,수성2.3가동,
카페우아한,대구 수성구 수성로76길 27,(지번) 수성동2가 122-7,35.85719824,128.6154805,수성2.3가동,
매머드익스프레스 대구수성,대구 수성구 들안로 325 101동 1층,(지번) 수성동2가 1-3,35.85895234,128.6169181,수성2.3가동,
카페위 시교육청점,대구 수성구 수성로76길 11,(지번) 수성동2가 119-2,35.85836879,128.6146184,수성2.3가동,
청솔로9 수성시장역점,대구 수성구 명덕로 414 1층 104호,(지번) 수성동2가 173,35.85410605,128.6154007,수성2.3가동,
반반다방,대구 수성구 수성로 322,(지번) 수성동2가 262-2,35.85425302,128.6138125,수성2.3가동,
도그리치,대구 수성구 수성로 316-2,(지번) 수성동2가 268-1,35.85374781,128.6139689,수성2.3가동,
몰로 MOLLO,대구 수성구 수성로66길 8,(지번) 수성동2가 266-2,35.85374536,128.6140844,수성2.3가동,
산울림,대구 수성구 수성로 300-1,(지번) 수성동2가 281-1,35.85237318,128.6136755,수성2.3가동,
까페헬렌스,대구 수성구 수성로76길 26,(지번) 수성동2가 122-16,35.85721149,128.6153257,수성2.3가동,
몽키바나나,대구 수성구 들안로 287-2 1층,(지번) 수성동2가 39-103,35.85577526,128.6169662,수성2.3가동,
티앤트래블,대구 수성구 수성로66길 53,(지번) 수성동2가 66-6,35.85372948,128.6165849,수성2.3가동,
카페론썸,대구 수성구 수성로68길 36 1층,(지번) 수성동2가 160,35.85495895,128.6156579,수성2.3가동,
덕산커피숍,대구 수성구 들안로 275,(지번) 수성동2가 58,35.854619,128.6168394,수성2.3가동,
카페루팡,대구 수성구 들안로 285-68 1층,(지번) 수성동2가 39-75,35.85568273,128.6165434,수성2.3가동,
하이라운지,대구 수성구 달구벌대로 2310,(지번) 수성동2가 118,35.85931427,128.6149469,수성2.3가동,
찬미레스카페,대구 수성구 들안로 237 지하,(지번) 수성동2가 114-1,35.85114878,128.6165258,수성2.3가동,
동남다방,대구 수성구 수성로 294,(지번) 수성동2가 294-1,35.85164006,128.6136248,수성2.3가동,
군고구마랑 커피랑,대구 수성구 들안로 275-1,(지번) 수성동2가 53-3,35.85471928,128.6168946,수성2.3가동,
TEA&TRAVEL,대구 수성구 수성로66길 53,(지번) 수성동2가 66-6,35.85372948,128.6165849,수성2.3가동,
쪼쪼타운,대구 수성구 들안로 287-9,(지번) 수성동2가 39-145,35.85579484,128.6166765,수성2.3가동,
한일다방,대구 수성구 수성로 328,(지번) 수성동2가 258-2,35.85483944,128.6138492,수성2.3가동,
온니두커피,대구 수성구 달구벌대로 2320 수성우체국1층,(지번) 수성동2가 118-2,35.85930662,128.6158573,수성2.3가동,
동서커피숍,대구 수성구 들안로 299-1,(지번) 수성동2가 28-1,35.85683026,128.6170643,수성2.3가동,
시월일일,대구 수성구 수성로76길 56,(지번) 수성동2가 24-1,35.85707992,128.6170478,수성2.3가동,
로빈커피,대구 수성구 수성로 318-1,(지번) 수성동2가 264-2,35.85404648,128.6138119,수성2.3가동,
대림다방,대구 수성구 들안로 235 지하,(지번) 수성동2가 114-14,35.85100878,128.6165359,수성2.3가동,
스타벅스 대구수성동점,대구 수성구 명덕로 460,(지번) 수성동3가 77,35.8537716,128.6203278,수성2.3가동,
밥스딜라잇 수성점,대구 수성구 들안로60길 27-12 1,(지번) 수성동3가 28,35.85803042,128.6206733,수성2.3가동,
할리스 수성네거리점,대구 수성구 들안로 326,(지번) 수성동3가 254-2,35.8591356,128.617845,수성2.3가동,
이디야커피 대구수성점,대구 수성구 명덕로 432,(지번) 수성동3가 336,35.85396908,128.6174368,수성2.3가동,
공차 대구수성점,대구 수성구 달구벌대로 2334 1층,(지번) 수성동3가 254-3,35.85930963,128.6178764,수성2.3가동,
흐드러진커피,대구 수성구 청솔로 57 1층,(지번) 수성동3가 93-4,35.85166446,128.6205155,수성2.3가동,
엘아르카 스텔라 수성점,대구 수성구 들안로60길 27,(지번) 수성동3가 37-9,35.8570987,128.6206492,수성2.3가동,
더벤티 수성시장점,대구 수성구 명덕로 435 1층,(지번) 수성동3가 329,35.85442105,128.6178145,수성2.3가동,
핸즈커피 수성3가점,대구 수성구 들안로60길 27 수성센스빌 상가 102호,(지번) 수성동3가 37-9,35.8570987,128.6206492,수성2.3가동,
비웨이커피,대구 수성구 달구벌대로 2362,(지번) 수성동3가 5-1,35.85907411,128.6208482,수성2.3가동,
시카고라이브뮤직,대구 수성구 달구벌대로 2354 지하,(지번) 수성동3가 10,35.85921907,128.619902,수성2.3가동,
로얄다방,대구 수성구 명덕로 442,(지번) 수성동3가 333-1,35.85399185,128.618375,수성2.3가동,
모모리커피(MOMORICOFFEE),대구 수성구 들안로48길 18,(지번) 수성동3가 383-1,35.8513651,128.6180018,수성2.3가동,
돌고래,대구 수성구 명덕로 438,(지번) 수성동3가 335-2,35.85394914,128.6179468,수성2.3가동,
도시의봄,대구 수성구 청솔로 135 1층,(지번) 수성동3가 14-2,35.85873172,128.6212386,수성2.3가동,
리오카페,대구 수성구 들안로60길 27,(지번) 수성동3가 37-9,35.8570987,128.6206492,수성2.3가동,
달콤당,대구 수성구 청솔로 135,(지번) 수성동3가 14-2,35.85873172,128.6212386,수성2.3가동,
그대에게,대구 수성구 들안로52길 20 1층,(지번) 수성동3가 364-1,35.85243674,128.6181416,수성2.3가동,
유정다방,대구 수성구 들안로 250-1,(지번) 수성동3가 370-5,35.85227237,128.6171849,수성2.3가동,
우니카트,대구 수성구 범어천로 151-4,(지번) 수성동4가 980-44,35.86047732,128.6219727,수성4가동,
커피맛을조금아는남자 본점,대구 수성구 범어천로 153,(지번) 수성동4가 985-5,35.86059728,128.6221381,수성4가동,
스타벅스 대구수성네거리DT점,대구 수성구 들안로 342,(지번) 수성동4가 1021-8,35.86046691,128.6180209,수성4가동,
슈텐,대구 수성구 수성로 393 수성하이츠상가 1층 113호,(지번) 수성동4가 1090-8,35.86116149,128.6132923,수성4가동,
스타벅스 대구수성하이츠점,대구 수성구 수성로 393,(지번) 수성동4가 1090-8,35.86116149,128.6132923,수성4가동,
투썸플레이스 대구수성점,대구 수성구 달구벌대로 2333,(지번) 수성동4가 1085-34,35.8599188,128.617905,수성4가동,
사운즈프리미어,대구 수성구 들안로73길 50-10,(지번) 수성동4가 1119-18,35.86431675,128.6156589,수성4가동,
사이커피,대구 수성구 신천동로 442 3층,(지번) 수성동4가 1190,35.86313998,128.6122767,수성4가동,
카페푸치니,대구 수성구 달구벌대로 2327 한영아트센터 7층,(지번) 수성동4가 1085-69,35.86000905,128.6170834,수성4가동,
카페인중독 대구수성점,대구 수성구 수성로 393 108호,(지번) 수성동4가 1090-8,35.86116149,128.6132923,수성4가동,
수북하이 수성점,대구 수성구 들안로71길 8 1층,(지번) 수성동4가 1024-43,35.8623751,128.6173233,수성4가동,
다빈치커피 수성월드점,대구 수성구 범어천로 205,(지번) 수성동4가 1012-10,35.86358704,128.6190292,수성4가동,
카페봄봄 수성점,대구 수성구 수성로 400 수성우방팔레스아파트 109호,(지번) 수성동4가 1090-1,35.86108469,128.6146821,수성4가동,
해시태그,대구 수성구 신천동로 430 1층,(지번) 수성동4가 1195-1,35.86257139,128.6111188,수성4가동,
더리터 수성4가점,대구 수성구 들안로73길 50-7,(지번) 수성동4가 1115-16,35.86456291,128.6148839,수성4가동,
모카덴,대구 수성구 수성로 439,(지번) 수성동4가 1175-1,35.8636255,128.6129624,수성4가동,
앙드쁠뤼,대구 수성구 달구벌대로 2353 삼구빌딩 1층,(지번) 수성동4가 999-1,35.85994514,128.6201673,수성4가동,
우리푸딩,대구 수성구 들안로77길 11 3층,(지번) 수성동4가 1120-2,35.86450506,128.617027,수성4가동,
이제곱,대구 수성구 신천동로96길 5 1층,(지번) 수성동4가 1145-18,35.86643146,128.6149015,수성4가동,
워니맘의봄봄,대구 수성구 신천동로96길 31,(지번) 수성동4가 1124-9,35.86545359,128.615883,수성4가동,
차그리고공감,대구 수성구 들안로67길 56,(지번) 수성동4가 1028-14,35.86219527,128.6167517,수성4가동,
빵실과자점,대구 수성구 들안로81길 36 1층,(지번) 수성동4가 1133-15,35.86606444,128.616307,수성4가동,
더파티,대구 수성구 신천동로 474,(지번) 수성동4가 1158-8,35.86556144,128.6144363,수성4가동,
커맥스,대구 수성구 수성로 393 1층 130호,(지번) 수성동4가 1090-8,35.86116149,128.6132923,수성4가동,
뷔프루타 본점,대구 수성구 신천동로98길 24,(지번) 수성동4가 1148-16,35.86632366,128.615848,수성4가동,
감성카페로스터즈,대구 수성구 수성로 393,(지번) 수성동4가 1090-8,35.86116149,128.6132923,수성4가동,
스트릿퍼플커피,대구 수성구 들안로67길 76,(지번) 수성동4가 1060-40,35.86318594,128.6164873,수성4가동,
보드레,대구 수성구 들안로71길 8,(지번) 수성동4가 1024-43,35.8623751,128.6173233,수성4가동,
틸더커피바,대구 수성구 신천동로96길 8 1층,(지번) 수성동4가 1157-1,35.86614623,128.6149098,수성4가동,
자메이카빈,대구 수성구 수성로 393,(지번) 수성동4가 1090-8,35.86116149,128.6132923,수성4가동,
핸즈커피 시지점,대구 수성구 달구벌대로 3057 1층,(지번) 시지동 173-1,35.84353432,128.6912775,고산2동,
페이스포포,대구 수성구 고모로 15-1,(지번) 시지동 196-15,35.84384927,128.6879393,고산2동,
닻별,대구 수성구 시지로1길 11,(지번) 시지동 252-8,35.8420721,128.6936794,고산2동,
홀리데이 마카롱,대구 수성구 시지로 21-16,(지번) 시지동 487-6,35.84050513,128.694088,고산2동,
